ds,y,case
2017-02-05,0,sugar free cranberry sauce: (United States)
2017-02-12,0,sugar free cranberry sauce: (United States)
2017-02-19,0,sugar free cranberry sauce: (United States)
2017-02-26,3,sugar free cranberry sauce: (United States)
2017-03-05,0,sugar free cranberry sauce: (United States)
2017-03-12,0,sugar free cranberry sauce: (United States)
2017-03-19,0,sugar free cranberry sauce: (United States)
2017-03-26,0,sugar free cranberry sauce: (United States)
2017-04-02,0,sugar free cranberry sauce: (United States)
2017-04-09,0,sugar free cranberry sauce: (United States)
2017-04-16,0,sugar free cranberry sauce: (United States)
2017-04-23,0,sugar free cranberry sauce: (United States)
2017-04-30,3,sugar free cranberry sauce: (United States)
2017-05-07,0,sugar free cranberry sauce: (United States)
2017-05-14,0,sugar free cranberry sauce: (United States)
2017-05-21,0,sugar free cranberry sauce: (United States)
2017-05-28,0,sugar free cranberry sauce: (United States)
2017-06-04,0,sugar free cranberry sauce: (United States)
2017-06-11,0,sugar free cranberry sauce: (United States)
2017-06-18,4,sugar free cranberry sauce: (United States)
2017-06-25,0,sugar free cranberry sauce: (United States)
2017-07-02,0,sugar free cranberry sauce: (United States)
2017-07-09,0,sugar free cranberry sauce: (United States)
2017-07-16,0,sugar free cranberry sauce: (United States)
2017-07-23,4,sugar free cranberry sauce: (United States)
2017-07-30,4,sugar free cranberry sauce: (United States)
2017-08-06,0,sugar free cranberry sauce: (United States)
2017-08-13,0,sugar free cranberry sauce: (United States)
2017-08-20,0,sugar free cranberry sauce: (United States)
2017-08-27,0,sugar free cranberry sauce: (United States)
2017-09-03,0,sugar free cranberry sauce: (United States)
2017-09-10,0,sugar free cranberry sauce: (United States)
2017-09-17,0,sugar free cranberry sauce: (United States)
2017-09-24,0,sugar free cranberry sauce: (United States)
2017-10-01,3,sugar free cranberry sauce: (United States)
2017-10-08,10,sugar free cranberry sauce: (United States)
2017-10-15,0,sugar free cranberry sauce: (United States)
2017-10-22,5,sugar free cranberry sauce: (United States)
2017-10-29,10,sugar free cranberry sauce: (United States)
2017-11-05,8,sugar free cranberry sauce: (United States)
2017-11-12,18,sugar free cranberry sauce: (United States)
2017-11-19,46,sugar free cranberry sauce: (United States)
2017-11-26,6,sugar free cranberry sauce: (United States)
2017-12-03,0,sugar free cranberry sauce: (United States)
2017-12-10,3,sugar free cranberry sauce: (United States)
2017-12-17,5,sugar free cranberry sauce: (United States)
2017-12-24,0,sugar free cranberry sauce: (United States)
2017-12-31,3,sugar free cranberry sauce: (United States)
2018-01-07,6,sugar free cranberry sauce: (United States)
2018-01-14,3,sugar free cranberry sauce: (United States)
2018-01-21,0,sugar free cranberry sauce: (United States)
2018-01-28,0,sugar free cranberry sauce: (United States)
2018-02-04,0,sugar free cranberry sauce: (United States)
2018-02-11,0,sugar free cranberry sauce: (United States)
2018-02-18,0,sugar free cranberry sauce: (United States)
2018-02-25,0,sugar free cranberry sauce: (United States)
2018-03-04,0,sugar free cranberry sauce: (United States)
2018-03-11,0,sugar free cranberry sauce: (United States)
2018-03-18,0,sugar free cranberry sauce: (United States)
2018-03-25,3,sugar free cranberry sauce: (United States)
2018-04-01,0,sugar free cranberry sauce: (United States)
2018-04-08,0,sugar free cranberry sauce: (United States)
2018-04-15,0,sugar free cranberry sauce: (United States)
2018-04-22,0,sugar free cranberry sauce: (United States)
2018-04-29,0,sugar free cranberry sauce: (United States)
2018-05-06,0,sugar free cranberry sauce: (United States)
2018-05-13,0,sugar free cranberry sauce: (United States)
2018-05-20,0,sugar free cranberry sauce: (United States)
2018-05-27,0,sugar free cranberry sauce: (United States)
2018-06-03,3,sugar free cranberry sauce: (United States)
2018-06-10,3,sugar free cranberry sauce: (United States)
2018-06-17,0,sugar free cranberry sauce: (United States)
2018-06-24,0,sugar free cranberry sauce: (United States)
2018-07-01,0,sugar free cranberry sauce: (United States)
2018-07-08,0,sugar free cranberry sauce: (United States)
2018-07-15,0,sugar free cranberry sauce: (United States)
2018-07-22,3,sugar free cranberry sauce: (United States)
2018-07-29,0,sugar free cranberry sauce: (United States)
2018-08-05,0,sugar free cranberry sauce: (United States)
2018-08-12,0,sugar free cranberry sauce: (United States)
2018-08-19,3,sugar free cranberry sauce: (United States)
2018-08-26,3,sugar free cranberry sauce: (United States)
2018-09-02,0,sugar free cranberry sauce: (United States)
2018-09-09,0,sugar free cranberry sauce: (United States)
2018-09-16,0,sugar free cranberry sauce: (United States)
2018-09-23,0,sugar free cranberry sauce: (United States)
2018-09-30,3,sugar free cranberry sauce: (United States)
2018-10-07,10,sugar free cranberry sauce: (United States)
2018-10-14,3,sugar free cranberry sauce: (United States)
2018-10-21,5,sugar free cranberry sauce: (United States)
2018-10-28,3,sugar free cranberry sauce: (United States)
2018-11-04,9,sugar free cranberry sauce: (United States)
2018-11-11,21,sugar free cranberry sauce: (United States)
2018-11-18,45,sugar free cranberry sauce: (United States)
2018-11-25,6,sugar free cranberry sauce: (United States)
2018-12-02,0,sugar free cranberry sauce: (United States)
2018-12-09,3,sugar free cranberry sauce: (United States)
2018-12-16,3,sugar free cranberry sauce: (United States)
2018-12-23,15,sugar free cranberry sauce: (United States)
2018-12-30,0,sugar free cranberry sauce: (United States)
2019-01-06,3,sugar free cranberry sauce: (United States)
2019-01-13,0,sugar free cranberry sauce: (United States)
2019-01-20,0,sugar free cranberry sauce: (United States)
2019-01-27,0,sugar free cranberry sauce: (United States)
2019-02-03,3,sugar free cranberry sauce: (United States)
2019-02-10,0,sugar free cranberry sauce: (United States)
2019-02-17,0,sugar free cranberry sauce: (United States)
2019-02-24,0,sugar free cranberry sauce: (United States)
2019-03-03,0,sugar free cranberry sauce: (United States)
2019-03-10,3,sugar free cranberry sauce: (United States)
2019-03-17,3,sugar free cranberry sauce: (United States)
2019-03-24,3,sugar free cranberry sauce: (United States)
2019-03-31,3,sugar free cranberry sauce: (United States)
2019-04-07,0,sugar free cranberry sauce: (United States)
2019-04-14,0,sugar free cranberry sauce: (United States)
2019-04-21,0,sugar free cranberry sauce: (United States)
2019-04-28,3,sugar free cranberry sauce: (United States)
2019-05-05,0,sugar free cranberry sauce: (United States)
2019-05-12,0,sugar free cranberry sauce: (United States)
2019-05-19,3,sugar free cranberry sauce: (United States)
2019-05-26,0,sugar free cranberry sauce: (United States)
2019-06-02,0,sugar free cranberry sauce: (United States)
2019-06-09,3,sugar free cranberry sauce: (United States)
2019-06-16,0,sugar free cranberry sauce: (United States)
2019-06-23,0,sugar free cranberry sauce: (United States)
2019-06-30,3,sugar free cranberry sauce: (United States)
2019-07-07,3,sugar free cranberry sauce: (United States)
2019-07-14,0,sugar free cranberry sauce: (United States)
2019-07-21,0,sugar free cranberry sauce: (United States)
2019-07-28,0,sugar free cranberry sauce: (United States)
2019-08-04,0,sugar free cranberry sauce: (United States)
2019-08-11,0,sugar free cranberry sauce: (United States)
2019-08-18,0,sugar free cranberry sauce: (United States)
2019-08-25,3,sugar free cranberry sauce: (United States)
2019-09-01,0,sugar free cranberry sauce: (United States)
2019-09-08,0,sugar free cranberry sauce: (United States)
2019-09-15,0,sugar free cranberry sauce: (United States)
2019-09-22,3,sugar free cranberry sauce: (United States)
2019-09-29,3,sugar free cranberry sauce: (United States)
2019-10-06,3,sugar free cranberry sauce: (United States)
2019-10-13,6,sugar free cranberry sauce: (United States)
2019-10-20,3,sugar free cranberry sauce: (United States)
2019-10-27,3,sugar free cranberry sauce: (United States)
2019-11-03,9,sugar free cranberry sauce: (United States)
2019-11-10,6,sugar free cranberry sauce: (United States)
2019-11-17,18,sugar free cranberry sauce: (United States)
2019-11-24,48,sugar free cranberry sauce: (United States)
2019-12-01,0,sugar free cranberry sauce: (United States)
2019-12-08,6,sugar free cranberry sauce: (United States)
2019-12-15,5,sugar free cranberry sauce: (United States)
2019-12-22,10,sugar free cranberry sauce: (United States)
2019-12-29,0,sugar free cranberry sauce: (United States)
2020-01-05,3,sugar free cranberry sauce: (United States)
2020-01-12,0,sugar free cranberry sauce: (United States)
2020-01-19,0,sugar free cranberry sauce: (United States)
2020-01-26,0,sugar free cranberry sauce: (United States)
2020-02-02,3,sugar free cranberry sauce: (United States)
2020-02-09,0,sugar free cranberry sauce: (United States)
2020-02-16,0,sugar free cranberry sauce: (United States)
2020-02-23,3,sugar free cranberry sauce: (United States)
2020-03-01,3,sugar free cranberry sauce: (United States)
2020-03-08,3,sugar free cranberry sauce: (United States)
2020-03-15,0,sugar free cranberry sauce: (United States)
2020-03-22,3,sugar free cranberry sauce: (United States)
2020-03-29,0,sugar free cranberry sauce: (United States)
2020-04-05,3,sugar free cranberry sauce: (United States)
2020-04-12,0,sugar free cranberry sauce: (United States)
2020-04-19,0,sugar free cranberry sauce: (United States)
2020-04-26,3,sugar free cranberry sauce: (United States)
2020-05-03,0,sugar free cranberry sauce: (United States)
2020-05-10,0,sugar free cranberry sauce: (United States)
2020-05-17,3,sugar free cranberry sauce: (United States)
2020-05-24,0,sugar free cranberry sauce: (United States)
2020-05-31,0,sugar free cranberry sauce: (United States)
2020-06-07,0,sugar free cranberry sauce: (United States)
2020-06-14,3,sugar free cranberry sauce: (United States)
2020-06-21,0,sugar free cranberry sauce: (United States)
2020-06-28,0,sugar free cranberry sauce: (United States)
2020-07-05,3,sugar free cranberry sauce: (United States)
2020-07-12,3,sugar free cranberry sauce: (United States)
2020-07-19,3,sugar free cranberry sauce: (United States)
2020-07-26,0,sugar free cranberry sauce: (United States)
2020-08-02,0,sugar free cranberry sauce: (United States)
2020-08-09,0,sugar free cranberry sauce: (United States)
2020-08-16,3,sugar free cranberry sauce: (United States)
2020-08-23,0,sugar free cranberry sauce: (United States)
2020-08-30,0,sugar free cranberry sauce: (United States)
2020-09-06,3,sugar free cranberry sauce: (United States)
2020-09-13,0,sugar free cranberry sauce: (United States)
2020-09-20,0,sugar free cranberry sauce: (United States)
2020-09-27,0,sugar free cranberry sauce: (United States)
2020-10-04,7,sugar free cranberry sauce: (United States)
2020-10-11,0,sugar free cranberry sauce: (United States)
2020-10-18,0,sugar free cranberry sauce: (United States)
2020-10-25,6,sugar free cranberry sauce: (United States)
2020-11-01,7,sugar free cranberry sauce: (United States)
